company_number,company_name,company_type,company_subtype,company_status,date_of_creation,date_of_cessation,sic_codes,is_community_interest_company,has_insolvency_history,governed_by,business_activity,branch_parent_company_name,branch_parent_company_number,registered_office_address,address_premises,address_line_1,address_line_2,address_locality,address_region,address_postal_code,address_country,insolvency_case_count,most_recent_case_type,most_recent_case_number,case_date_1_type,case_date_1_value,case_date_2_type,case_date_2_value,case_date_3_type,case_date_3_value,case_date_4_type,case_date_4_value,case_date_5_type,case_date_5_value,practitioners_count,practitioner_1_name,practitioner_1_role,practitioner_1_appointed_on,practitioner_1_ceased_to_act_on,practitioner_1_address,practitioner_2_name,practitioner_2_role,practitioner_2_appointed_on,practitioner_2_ceased_to_act_on,practitioner_2_address,practitioner_3_name,practitioner_3_role,practitioner_3_appointed_on,practitioner_3_ceased_to_act_on,practitioner_3_address,case_notes,all_case_types,earliest_insolvency_date,latest_insolvency_date
12850579,PADDOCK AND LONGWOOD FAMILY PRACTICE LIMITED,ltd,,active,2020-09-01,,86210,False,False,,,,,"Speedwell Surgery 1 Speedwell Street, Paddock, Huddersfield, HD1 4TS, England",,Speedwell Surgery 1 Speedwell Street,Paddock,Huddersfield,,HD1 4TS,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09644619,SSP HEALTH GPMS LTD,ltd,,active,2015-06-17,,86210,False,False,,,,,"3rd Floor Waterside House, Waterside Drive, Wigan, WN3 5AZ, England",,3rd Floor Waterside House,Waterside Drive,Wigan,,WN3 5AZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11695322,SUSSEX PRIMARY CARE LTD,ltd,,active,2018-11-26,,86210; 86220; 86900,False,False,,,,,"Sussex Community Nhs Foundation Trust Sussex Primary Care, Arundel Building, 1st Floor, Elm Grove, Brighton, BN2 3EW, England",,"Sussex Community Nhs Foundation Trust Sussex Primary Care, Arundel Building, 1st Floor",Elm Grove,Brighton,,BN2 3EW,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12142019,DRS S BASSI & H KAMBOJ LTD,ltd,,active,2019-08-06,,86210,False,False,,,,,"Hanwell Health Centre 20, Church Road, Hanwell, London, W7 1DR",,Hanwell Health Centre 20,Church Road,Hanwell,London,W7 1DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12843905,ST AUSTELL HEALTHCARE GROUP (MEVAGISSEY) LIMITED,ltd,,active,2020-08-28,,86220,False,False,,,,,"1 Wheal Northey 1 Wheal Northey, Wheal Northey Surgery, St. Austell, Cornwall, PL25 3EF, England",,1 Wheal Northey 1 Wheal Northey,Wheal Northey Surgery,St. Austell,Cornwall,PL25 3EF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07227455,SALFORD PRIMARY CARE TOGETHER CIC,ltd,community-interest-company,active,2010-04-19,,86210; 86220,True,False,,,,,"3rd Floor 2 City Approach Albert Street, Eccles, Manchester, M30 0BL, England",,3rd Floor 2 City Approach Albert Street,Eccles,Manchester,,M30 0BL,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07584906,LOCALA COMMUNITY PARTNERSHIPS C.I.C.,ltd,community-interest-company,active,2011-03-30,,86101; 86210; 86230; 86900,True,False,,,,,"Eddercliffe Health Centre, Bradford Road, Liversedge, WF15 6LP, England",,Eddercliffe Health Centre,Bradford Road,Liversedge,,WF15 6LP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12902524,EIGHTLANDS SURGERY LTD,ltd,,active,2020-09-24,,86900,False,False,,,,,"Eightlands Surgery Dewsbury Health Centre, Wellington Road, Dewsbury, WF13 1HN, England",,Eightlands Surgery Dewsbury Health Centre,Wellington Road,Dewsbury,,WF13 1HN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12412597,OSWALD MEDICAL CENTRE LIMITED,ltd,,active,2020-01-20,,86210,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10747880,MKGP PLUS LIMITED,ltd,,dissolved,2017-05-02,2026-01-30,86210; 86220; 86900,False,True,,,,,"Cmb Partners Uk Ltd, 49 Tabernacle Street, London, EC2A 4AA",,Cmb Partners Uk Ltd,49 Tabernacle Street,London,,EC2A 4AA,,1,creditors-voluntary-liquidation,1,due-to-be-dissolved-on,2026-01-30,wound-up-on,2023-02-27,,,,,,,2,Lane Gary Bednash,practitioner,2023-02-27,,"Craftwork Studios  1-3 Dufferin Street, London, EC1Y 8NA",Adam Price,practitioner,2023-02-27,,"Craftwork Studios 1-3 Dufferin Street, London, EC1Y 8NA",,,,,,,creditors-voluntary-liquidation,2023-02-27,2026-01-30
06545745,THE PRACTICE SURGERIES LIMITED,ltd,,active,2008-03-27,,86210,False,False,,,,,"Prospect House, 108 High Street, Great Missenden, HP16 0BG, England",,Prospect House,108 High Street,Great Missenden,,HP16 0BG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07087850,VH DOCTORS LIMITED,ltd,,dissolved,2009-11-26,2020-12-15,86210,False,False,,,,,"The Heath Business And Technical Park, Runcorn, Cheshire, WA7 4QX, United Kingdom",,The Heath Business And Technical Park,,Runcorn,Cheshire,WA7 4QX,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06633460,SYMPHONY HEALTHCARE SERVICES LIMITED,ltd,,active,2008-06-30,,86210,False,False,,,,,"Wincanton Health Centre, Dyke's Way, Wincanton, Somerset, BA9 9FQ, England",,Wincanton Health Centre,Dyke's Way,Wincanton,Somerset,BA9 9FQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05057581,AT MEDICS LIMITED,ltd,,active,2004-02-27,,86210,False,False,,,,,"108 High Street, Great Missenden, HP16 0BG, England",,108 High Street,,Great Missenden,,HP16 0BG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03156031,SOUTH EAST LONDON DOCTORS CO OPERATIVE LIMITED,private-limited-guarant-nsc,,active,1996-02-01,,86210,False,False,,,,,"Hanover House, 76 Coombe Road, Kingston Upon Thames, KT2 7AZ, England",,"Hanover House, 76 Coombe Road",,Kingston Upon Thames,,KT2 7AZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06510296,DURHAM DALES HEALTH,private-limited-guarant-nsc-limited-exemption,,active,2008-02-20,,70221; 70229; 86210; 86900,False,False,,,,,"51-55 Innovation House 26 Longfield Road, South Church Enterprise Park, Bishop Auckland, County Durham, DL14 6XB, England",,51-55 Innovation House 26 Longfield Road,South Church Enterprise Park,Bishop Auckland,County Durham,DL14 6XB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06259954,SPIRIT HEALTHCARE LTD,ltd,,active,2007-05-25,,46460; 86900,False,False,,,,,"Spirit House, Saffron Way, Leicester, LE2 6UP, United Kingdom",,Spirit House,Saffron Way,Leicester,,LE2 6UP,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13074092,LINDLEY VILLAGE SURGERY LTD,ltd,,active,2020-12-09,,86210,False,False,,,,,"The Lindley Village Surgery Thomas Street, Lindley, Huddersfield, West Yorkshire, HD3 3JD, United Kingdom",,The Lindley Village Surgery Thomas Street,Lindley,Huddersfield,West Yorkshire,HD3 3JD,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07384595,THE ISLINGTON GP GROUP LIMITED,ltd,,active,2010-09-22,,86210,False,False,,,,,"Unit 16- 18 The Studios 8 Hornsey Street, London, N7 8EG, England",,Unit 16- 18 The Studios 8 Hornsey Street,,London,,N7 8EG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12958615,WEST POTTERGATE MEDICAL PRACTICE LIMITED,ltd,,active,2020-10-19,,86210,False,False,,,,,"West Pottergate Medical Practice 137 West Pottergate, Earlham Road, Norwich, Norfolk, NR2 4BX, United Kingdom",,West Pottergate Medical Practice 137 West Pottergate,Earlham Road,Norwich,Norfolk,NR2 4BX,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13139376,SLAG LANE MEDICAL LTD,ltd,,active,2021-01-18,,86900,False,False,,,,,"216 Slag Lane, Lowton, Warrington, WA3 2EZ, England",,216 Slag Lane,Lowton,Warrington,,WA3 2EZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08244108,HMC (KIMBERLEY) LIMITED,ltd,,dissolved,2012-10-08,2024-02-06,86210,False,False,,,,,"11a Nottingham Road Kimberley, Nottingham, NG16 2NB, England",,11a Nottingham Road Kimberley,,Nottingham,,NG16 2NB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06080313,SALFORD HEALTH MATTERS COMMUNITY INTEREST COMPANY,ltd,community-interest-company,dissolved,2007-02-02,2020-10-13,86210,True,False,,,,,"1st Floor Eccles Gateway 28 Barton Lane, Eccles, Manchester, M30 0TU",,1st Floor Eccles Gateway 28 Barton Lane,Eccles,Manchester,,M30 0TU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13195517,CMP MEDICAL LIMITED,ltd,,active,2021-02-11,,86900,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03121117,CUMBRIA HEALTH LIMITED,private-limited-guarant-nsc,,active,1995-11-02,,86210,False,False,,,,,"4 Wavell Drive, Rosehill Industrial Estate, Carlisle, CA1 2SE, England",,4 Wavell Drive,Rosehill Industrial Estate,Carlisle,,CA1 2SE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09490093,PRIMARY CARE SHEFFIELD LIMITED,ltd,,active,2015-03-14,,86900,False,False,,,,,"28 Kenwood Park Road, Sheffield, S7 1NF, England",,28 Kenwood Park Road,,Sheffield,,S7 1NF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11357557,FIELDHEAD MEDICAL SERVICES LTD,ltd,,active,2018-05-11,,86210,False,False,,,,,"255 The Longshoot, Nuneaton, CV11 6JH, United Kingdom",,255 The Longshoot,,Nuneaton,,CV11 6JH,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP29888R,WALDOC LIMITED,registered-society-non-jurisdictional,,converted-closed,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08230041,G DOC LTD,ltd,,active,2012-09-26,,86210,False,False,,,,,"Quayside House, Quay Street, Gloucester, GL1 2TZ, England",,Quayside House,Quay Street,Gloucester,,GL1 2TZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02969668,NEWHAM GP CO-OPERATIVE LTD.,private-limited-guarant-nsc,,active,1994-09-20,,86210,False,False,,,,,"Ramsay Brown Llp The Brentano Suite, Solar House, 915 High Road, North Finchley, London, N12 8QJ, United Kingdom",,Ramsay Brown Llp The Brentano Suite,"Solar House, 915 High Road",North Finchley,London,N12 8QJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06728444,COLLEGE HEALTH LIMITED,ltd,,active,2008-10-21,,86210,False,False,,,,,"St Marys Medical Centre Vicarage Road, Strood, Rochester, Kent, ME2 4DG, England",,St Marys Medical Centre Vicarage Road,Strood,Rochester,Kent,ME2 4DG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807384,RICHMOND HILL PRACTICE LIMITED,ltd,,active,2019-02-05,,86210,False,False,,,,,"Colne Health Centre, Craddock Road, Colne, BB8 0JZ, United Kingdom",,Colne Health Centre,Craddock Road,Colne,,BB8 0JZ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06092012,CARE PLUS GROUP PRIMARY CARE LTD,ltd,,active,2007-02-09,,86220,False,False,,,,,"Westgate Park, Charlton Street, Grimsby, DN31 1SQ, England",,Westgate Park,Charlton Street,Grimsby,,DN31 1SQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05085990,FCMS (NW) LIMITED,private-limited-guarant-nsc,,active,2004-03-26,,82990; 86900,False,False,,,,,"Newfield House, Vicarage Lane, Blackpool, FY4 4EW, England",,Newfield House,Vicarage Lane,Blackpool,,FY4 4EW,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12942713,CROFT MEDICAL SERVICES LIMITED,ltd,,active,2020-10-12,,86900,False,False,,,,,"Croft Medical Centre, 5 Cobcroft Road, Huddersfield, HD2 2RU, England",,Croft Medical Centre,5 Cobcroft Road,Huddersfield,,HD2 2RU,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07751362,OMNES HEALTHCARE LTD,ltd,,active,2011-08-24,,86220,False,False,,,,,"Evergreen House The Edge, Clowes Street, Manchester, M3 5NA, United Kingdom",,Evergreen House The Edge,Clowes Street,Manchester,,M3 5NA,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13440795,CLEGGS LANE MEDICAL PRACTICE LIMITED,ltd,,active,2021-06-07,,86210,False,False,,,,,"129/131 Cleggs Lane, Little Hulton, Manchester, M38 9RS, England",,129/131 Cleggs Lane,Little Hulton,Manchester,,M38 9RS,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05834163,DHU HEALTH CARE C.I.C.,private-limited-guarant-nsc,community-interest-company,active,2006-06-01,,86210,True,False,,,,,"No: 2 Roundhouse Road, Pride Park, Derby, Derbyshire, DE24 8JE, England",,No: 2 Roundhouse Road,Pride Park,Derby,Derbyshire,DE24 8JE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13367899,PENDLETON MEDICAL SERVICES LIMITED,ltd,,active,2021-04-29,,86210,False,False,,,,,"Pendleton Gateway, 1 Broadwalk, Salford, M6 5FX, England",,Pendleton Gateway,1 Broadwalk,Salford,,M6 5FX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07557877,HCRG CARE SERVICES LTD,ltd,,active,2011-03-09,,86210,False,False,,,,,"The Heath Business And Technical Park, Runcorn, Cheshire, WA7 4QX, United Kingdom",,The Heath Business And Technical Park,,Runcorn,Cheshire,WA7 4QX,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06560148,HOPE CITADEL HEALTHCARE COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2008-04-09,,86210,True,False,,,,,"Hill Top Surgery, Fircroft Road, Oldham, OL8 2QD, England",,Hill Top Surgery,Fircroft Road,Oldham,,OL8 2QD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09960882,NOTTINGHAM CITY GP ALLIANCE LIMITED,ltd,,active,2016-01-20,,86210,False,False,,,,,"Nhs Upper Parliament Street, 79a Upper Parliament Street, Nottingham, NG1 6LD, England",,Nhs Upper Parliament Street,79a Upper Parliament Street,Nottingham,,NG1 6LD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08540310,SMGPF LIMITED,ltd,,active,2013-05-22,,86210,False,False,,,,,"Parkway House, Palatine Road, Manchester, M22 4DB, England",,Parkway House,Palatine Road,Manchester,,M22 4DB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04404672,ONE MEDICARE LTD,ltd,,active,2002-03-27,,86210,False,False,,,,,"Bank Top Farm, Blackhill Road, Leeds, West Yorkshire, LS21 1PY",,Bank Top Farm,Blackhill Road,Leeds,West Yorkshire,LS21 1PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13635391,THE TOWN SURGERY LTD,ltd,,active,2021-09-21,,86210,False,False,,,,,"First Floor, Middlesex House, 130 College Road, Harrow, HA1 1BQ, England",,"First Floor, Middlesex House",130 College Road,Harrow,,HA1 1BQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12097885,BRAMLEY VILLAGE HEALTH AND WELLBEING CENTRE LTD,ltd,,active,2019-07-11,,86210; 86220; 86900,False,False,,,,,"Bramley Village Health And Wellbeing Centre, Highfield Road, Leeds, LS13 2BL, England",,Bramley Village Health And Wellbeing Centre,Highfield Road,Leeds,,LS13 2BL,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07300133,SPECTRUM COMMUNITY HEALTH C.I.C.,ltd,community-interest-company,active,2010-06-30,,86220,True,False,,,,,"1 Navigation Walk, Wakefield, West Yorkshire, WF1 5RH",,1 Navigation Walk,,Wakefield,West Yorkshire,WF1 5RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05418732,OMNES HEALTHCARE GENERAL PRACTICE LTD,ltd,,active,2005-04-08,,86210,False,False,,,,,"Evergreen House The Edge, Clowes Street, Manchester, M3 5NA, United Kingdom",,Evergreen House The Edge,Clowes Street,Manchester,,M3 5NA,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09359489,MILLENNIUM HEALTH LTD,ltd,,active,2014-12-17,,86210,False,False,,,,,"244 Beaumont Lodge Medical Practice, Astill Lodge Road, Leicester, LE4 1EF, England",,244 Beaumont Lodge Medical Practice,Astill Lodge Road,Leicester,,LE4 1EF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600086,SOUTH TYNESIDE HEALTH COLLABORATION LTD,ltd,,active,2017-02-03,,86210,False,False,,,,,"Stanhope Parade Health Centre, Gordon Street, South Shields, NE33 4JP, England",,Stanhope Parade Health Centre,Gordon Street,South Shields,,NE33 4JP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11071569,HOMELESS HEALTH C.I.C.,ltd,community-interest-company,active,2017-11-20,,86210,True,False,,,,,"4th Floor, Soho Centre For Health 1 Frith Street, Soho, London, W1D 3HZ, England",,"4th Floor, Soho Centre For Health 1 Frith Street",Soho,London,,W1D 3HZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03462881,PRACTICE PLUS GROUP HOSPITALS LIMITED,ltd,,active,1997-11-10,,86900; 96090,False,False,,,,,"Unit H2, Harlequin Office Park, Fieldfair,, Emersons Green,, Bristol, BS16 7FN, England",,"Unit H2, Harlequin Office Park, Fieldfair,","Emersons Green,",Bristol,,BS16 7FN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05675250,CUCKOO LANE HEALTH CARE LIMITED,ltd,,active,2006-01-13,,86210,False,False,,,,,"Charles Rippin And Turner Middlesex House, 130 College Road, Harrow, Middlesex, HA1 1BQ, England",,Charles Rippin And Turner Middlesex House,130 College Road,Harrow,Middlesex,HA1 1BQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13758734,PUTNOE AND LINDEN GROUP LTD,ltd,,active,2021-11-22,,86210,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13902901,LIVEWELL PRIMARY CARE GROUP LIMITED,ltd,,active,2022-02-09,,86210,False,False,,,,,"200 Mount Gould Road, Plymouth, PL4 7PY, England",,200 Mount Gould Road,,Plymouth,,PL4 7PY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13429263,ZENITH MEDCARE LTD,ltd,,dissolved,2021-05-31,2025-07-29,86210,False,True,,,,,"Craftwork Studios 1-3 Dufferin Street, London, EC1Y 8NA",,Craftwork Studios 1-3 Dufferin Street,,London,,EC1Y 8NA,,1,members-voluntary-liquidation,1,due-to-be-dissolved-on,2025-07-29,wound-up-on,2024-10-29,,,,,,,2,Lane Gary Bednash,practitioner,2024-10-29,,"Craftwork Studios  1-3 Dufferin Street, London, EC1Y 8NA",Adam Price,practitioner,2024-10-29,,"Craftwork Studios 1-3 Dufferin Street, London, EC1Y 8NA",,,,,,,members-voluntary-liquidation,2024-10-29,2025-07-29
05174987,HUC SOUTH WEST LIMITED,private-limited-guarant-nsc,,active,2004-07-09,,86900,False,False,,,,,"Huc Hq, Ascots Lane, Welwyn Garden City, AL7 4HL, England",,Huc Hq,Ascots Lane,Welwyn Garden City,,AL7 4HL,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08985903,NORTHUMBRIA PRIMARY CARE LIMITED,ltd,,active,2014-04-08,,86210,False,False,,,,,"Northumbria House Silver Fox Way, Cobalt Business Park, Newcastle Upon Tyne, NE27 0QJ",,Northumbria House Silver Fox Way,Cobalt Business Park,Newcastle Upon Tyne,,NE27 0QJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05868816,LIME TREE AND SINNOTT HEALTHCARE LTD,ltd,,active,2006-07-06,,86210,False,False,,,,,"Lime Tree Surgery, 321 High Road, Leytonstone, London, E11 4JT, England",,Lime Tree Surgery,321 High Road,Leytonstone,London,E11 4JT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06676854,INVICTA HEALTH COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2008-08-19,,86210,True,False,,,,,"Camburgh House, 27 New Dover Road, Canterbury, Kent, CT1 3DN",,Camburgh House,27 New Dover Road,Canterbury,Kent,CT1 3DN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07034946,MALLING HEALTH (UK) LIMITED,ltd,,active,2009-09-30,,82990,False,False,,,,,"Onyx 12, Little Park Farm Rd Segensworth Roundabout, West, Fareham, PO15 5TD, United Kingdom",,Onyx 12,Little Park Farm Rd Segensworth Roundabout,"West, Fareham",,PO15 5TD,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13570238,PARKS SURGERY LIMITED,ltd,,active,2021-08-17,,86900,False,False,,,,,"Lilford Park Surgery 1st Floor Leigh Health Centre, The Avenue, Leigh, WN7 1HR, England",,Lilford Park Surgery 1st Floor Leigh Health Centre,The Avenue,Leigh,,WN7 1HR,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13910282,LHMC SERVICES LTD,ltd,,active,2022-02-11,,86210,False,False,,,,,"49 Scott Street, Keighley, BD21 2JH, England",,49 Scott Street,,Keighley,,BD21 2JH,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09559628,CITY HEALTH PRACTICE LIMITED,ltd,,active,2015-04-24,,86210,False,False,,,,,"Business Support Centre, 5 Beacon Way, Hull, HU3 4AE, England",,Business Support Centre,5 Beacon Way,Hull,,HU3 4AE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03783310,INTRAHEALTH LIMITED,ltd,,active,1999-06-07,,86210,False,False,,,,,"William Brown Centre, Manor Way, Peterlee, County Durham, SR8 5TW",,William Brown Centre,Manor Way,Peterlee,County Durham,SR8 5TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14063686,SHEPLEY PRIMARY CARE LIMITED,ltd,,active,2022-04-22,,86210,False,False,,,,,"Shepley Health Centre 25 Jos Lane, Shepley, Huddersfield, HD8 8DJ, United Kingdom",,Shepley Health Centre 25 Jos Lane,Shepley,Huddersfield,,HD8 8DJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12224186,HBS HEALTH LIMITED,ltd,,active,2019-09-24,,86210,False,False,,,,,"Carlyle House, 78 Chorley New Road, Bolton, BL1 4BY, England",,Carlyle House,78 Chorley New Road,Bolton,,BL1 4BY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09188442,MEDWAY PRACTICES ALLIANCE LIMITED,ltd,,active,2014-08-28,,86210,False,False,,,,,"9 Park Lane Business Centre, Park Lane, Langham, Colchester, CO4 5WR, England",,"9 Park Lane Business Centre, Park Lane",Langham,Colchester,,CO4 5WR,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14128063,HUDDERSFIELD UNIVERSITY HEALTH CENTRE LIMITED,ltd,,active,2022-05-24,,86210,False,False,,,,,"The University Health Centre, 12 Sand Street, Huddersfield, HD1 3AL, United Kingdom",,The University Health Centre,12 Sand Street,Huddersfield,,HD1 3AL,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13425706,SHIFA SURGERY LIMITED,ltd,,active,2021-05-27,,86210,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02897217,COMMUNITY BASED CARE HEALTH FEDERATION LIMITED,private-limited-guarant-nsc,,active,1994-02-11,,86210,False,False,,,,,"Building 7 Queens Park, Team Valley Trading Estate, Gateshead, NE11 0QD, England",,Building 7 Queens Park,Team Valley Trading Estate,Gateshead,,NE11 0QD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04675603,BK HEALTH LIMITED,ltd,,active,2003-02-24,,86210,False,False,,,,,"Berrycroft Community Health Centre, 2 Nimrod Street, Aylesbury, Buckinghamshire, HP18 1BB, England",,Berrycroft Community Health Centre,2 Nimrod Street,Aylesbury,Buckinghamshire,HP18 1BB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11060700,REIMAGINING GENERAL PRACTICE GPMS SERVICES LTD,ltd,,active,2017-11-13,,70100; 86210; 86220; 86900,False,False,,,,,"Briercliffe Gp Surgery, Briercliffe Road, Burnley, BB10 2EZ, England",,Briercliffe Gp Surgery,Briercliffe Road,Burnley,,BB10 2EZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06280242,PHOENIX PRIMARY CARE LIMITED,ltd,,active,2007-06-14,,86210,False,False,,,,,"Prospect House, 108 High Street, Great Missenden, HP16 0BG, England",,Prospect House,108 High Street,Great Missenden,,HP16 0BG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13648230,STATION ROAD SURGERY LIMITED,ltd,,active,2021-09-28,,86210,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03193182,INTEGRATED CARE 24,private-limited-guarant-nsc-limited-exemption,,active,1996-05-01,,86900,False,False,,,,,"Kingston House The Long Barrow, Orbital Park, Ashford, Kent, TN24 0GP",,Kingston House The Long Barrow,Orbital Park,Ashford,Kent,TN24 0GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13677176,CENTRAL NORTH LEEDS PRIMARY CARE NETWORK LTD,ltd,,active,2021-10-13,,86900,False,False,,,,,"Shadwell Medical Centre, 137 Shadwell Lane, Leeds, LS17 8AE, England",,Shadwell Medical Centre,137 Shadwell Lane,Leeds,,LS17 8AE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07629051,DR MAASSARANI & PARTNERS LTD,ltd,,active,2011-05-10,,86210,False,False,,,,,"Oriel House, 2 - 8 Oriel Road, Bootle, Merseyside, L20 7EP, England",,Oriel House,2 - 8 Oriel Road,Bootle,Merseyside,L20 7EP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09196407,PRIME PRACTICE PARTNERSHIP LIMITED,ltd,,active,2014-08-30,,86900,False,False,,,,,"416 Green Lane, Ilford, IG3 9JX",,416 Green Lane,,Ilford,,IG3 9JX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
